4358	Rough Dynamite	2589	Linen Cloth	1	
4359	Handful of Copper Bolts	2840	Copper Bar	1	
4360	Rough Copper Bomb	4357	Rough Blasting Powder	2	
4360	Rough Copper Bomb	4359	Handful of Copper Bolts	1	
4361	Bent Copper Tube	2840	Copper Bar	2	
4361	Bent Copper Tube	2880	Weak Flux	1	
4362	Rough Boomstick	2840	Copper Bar	4	
4362	Rough Boomstick	4359	Handful of Copper Bolts	3	
4362	Rough Boomstick	4399	Wooden Stock	1	
4364	Coarse Blasting Powder	2836	Coarse Stone	1	
4368	Flying Tiger Goggles	2841	Bronze Bar	8	
4368	Flying Tiger Goggles	818	Tigerseye	2	
4369	Deadly Blunderbuss	4371	Bronze Tube	4	
4369	Deadly Blunderbuss	4406	Standard Scope	1	
4369	Deadly Blunderbuss	4399	Wooden Stock	1	
4371	Bronze Tube	2841	Bronze Bar	2	
4372	Lovingly Crafted Boomstick	4371	Bronze Tube	2	
4372	Lovingly Crafted Boomstick	4359	Handful of Copper Bolts	2	
4372	Lovingly Crafted Boomstick	4400	Heavy Stock	1	
4372	Lovingly Crafted Boomstick	1206	Moss Agate	3	
4375	Whirring Bronze Gizmo	2841	Bronze Bar	2	
4375	Whirring Bronze Gizmo	2592	Wool Cloth	1	
4377	Heavy Blasting Powder	2838	Heavy Stone	1	
4378	Heavy Dynamite	4377	Heavy Blasting Powder	2	
4378	Heavy Dynamite	2592	Wool Cloth	1	
4379	Silver-Plated Shotgun	4371	Bronze Tube	2	
4379	Silver-Plated Shotgun	4375	Whirring Bronze Gizmo	2	
4379	Silver-Plated Shotgun	4400	Heavy Stock	1	
4379	Silver-Plated Shotgun	2842	Silver Bar	3	
4380	Big Bronze Bomb	4377	Heavy Blasting Powder	2	
4380	Big Bronze Bomb	2841	Bronze Bar	3	
4380	Big Bronze Bomb	4404	Silver Contact	1	
4382	Bronze Framework	2841	Bronze Bar	2	
4382	Bronze Framework	2319	Medium Leather	1	
4382	Bronze Framework	2592	Wool Cloth	1	
4384	Explosive Sheep	4382	Bronze Framework	1	
4384	Explosive Sheep	4375	Whirring Bronze Gizmo	1	
4384	Explosive Sheep	4377	Heavy Blasting Powder	2	
4384	Explosive Sheep	2592	Wool Cloth	2	
4385	Green Tinted Goggles	2319	Medium Leather	4	
4385	Green Tinted Goggles	1206	Moss Agate	2	
4385	Green Tinted Goggles	4368	Flying Tiger Goggles	1	
4389	Gyrochronatom	3575	Iron Bar	1	
4389	Gyrochronatom	10558	Gold Power Core	1	
4391	Compact Harvest Reaper Kit	4387	Iron Strut	2	
4391	Compact Harvest Reaper Kit	4382	Bronze Framework	1	
4391	Compact Harvest Reaper Kit	4389	Gyrochronatom	2	
4391	Compact Harvest Reaper Kit	4234	Heavy Leather	4	
4394	Big Iron Bomb	3575	Iron Bar	3	
4394	Big Iron Bomb	4377	Heavy Blasting Powder	3	
4394	Big Iron Bomb	4404	Silver Contact	1	
4401	Mechanical Squirrel Box	4359	Handful of Copper Bolts	1	
4401	Mechanical Squirrel Box	2840	Copper Bar	1	
4401	Mechanical Squirrel Box	774	Malachite	2	
4404	Silver Contact	2842	Silver Bar	1	
4405	Crude Scope	2840	Copper Bar	2	
4405	Crude Scope	774	Malachite	2	
4405	Crude Scope	4359	Handful of Copper Bolts	1	
4407	Accurate Scope	4371	Bronze Tube	1	
4407	Accurate Scope	1529	Jade	1	
4407	Accurate Scope	3864	Citrine	1	
4457	Barbecued Buzzard Wing	3404	Buzzard Wing	1	
4593	Bristle Whisker Catfish	6308	Raw Bristle Whisker Catfish	1	
4625	Firebloom	108332	Firebloom Petal	9	
5472	Kaldorei Spider Kabob	5465	Small Spider Leg	1	
5507	Ornate Spyglass	4371	Bronze Tube	2	
5507	Ornate Spyglass	4375	Whirring Bronze Gizmo	2	
5507	Ornate Spyglass	1206	Moss Agate	1	
5525	Boiled Clams	5503	Clam Meat	1	
5525	Boiled Clams	159	Refreshing Spring Water	1	
5527	Goblin Deviled Clams	5504	Tangy Clam Meat	1	
5541	Iridescent Hammer	2841	Bronze Bar	10	
5541	Iridescent Hammer	3466	Strong Flux	1	
5541	Iridescent Hammer	5500	Iridescent Pearl	1	
5541	Iridescent Hammer	3478	Coarse Grinding Stone	2	
5541	Iridescent Hammer	2319	Medium Leather	2	
5766	Lesser Wizard's Robe	4305	Bolt of Silk Cloth	2	
5766	Lesser Wizard's Robe	2321	Fine Thread	2	
5766	Lesser Wizard's Robe	3182	Spider's Silk	2	
5961	Dark Leather Pants	2319	Medium Leather	12	
5961	Dark Leather Pants	4340	Gray Dye	1	
5961	Dark Leather Pants	2321	Fine Thread	1	
5962	Guardian Pants	4234	Heavy Leather	12	
5962	Guardian Pants	4305	Bolt of Silk Cloth	2	
5962	Guardian Pants	2321	Fine Thread	2	
5964	Barbaric Shoulders	4234	Heavy Leather	8	
5964	Barbaric Shoulders	4236	Cured Heavy Hide	1	
5964	Barbaric Shoulders	2321	Fine Thread	2	
5966	Guardian Gloves	4234	Heavy Leather	4	
5966	Guardian Gloves	4236	Cured Heavy Hide	1	
5966	Guardian Gloves	4291	Silken Thread	1	
5996	Elixir of Water Breathing	3820	Stranglekelp	1	
5996	Elixir of Water Breathing	6370	Blackmouth Oil	2	
5996	Elixir of Water Breathing	3371	Crystal Vial	1	
5997	Elixir of Minor Defense	765	Silverleaf	2	
5997	Elixir of Minor Defense	3371	Crystal Vial	1	
6037	Truesilver Bar	7911	Truesilver Ore	1	
6040	Golden Scale Bracers	3859	Steel Bar	5	
6040	Golden Scale Bracers	3486	Heavy Grinding Stone	2	
6043	Iron Counterweight	3575	Iron Bar	4	
6043	Iron Counterweight	3478	Coarse Grinding Stone	2	
6043	Iron Counterweight	1705	Lesser Moonstone	1	
6149	Greater Mana Potion	3358	Khadgar's Whisker	1	
6149	Greater Mana Potion	3821	Goldthorn	1	
6149	Greater Mana Potion	3371	Crystal Vial	1	
6219	Arclight Spanner	2840	Copper Bar	6	
6239	Red Linen Vest	2996	Bolt of Linen Cloth	3	
6239	Red Linen Vest	2320	Coarse Thread	1	
6239	Red Linen Vest	2604	Red Dye	1	
6290	Brilliant Smallfish	6291	Raw Brilliant Smallfish	1	
6350	Rough Bronze Boots	2841	Bronze Bar	6	
6350	Rough Bronze Boots	3470	Rough Grinding Stone	6	
6372	Swim Speed Potion	2452	Swiftthistle	1	
6372	Swim Speed Potion	6370	Blackmouth Oil	1	
6372	Swim Speed Potion	3371	Crystal Vial	1	
6385	Stylish Green Shirt	2997	Bolt of Woolen Cloth	4	
6385	Stylish Green Shirt	2605	Green Dye	2	
6385	Stylish Green Shirt	4340	Gray Dye	1	
6385	Stylish Green Shirt	2321	Fine Thread	1	
6450	Silk Bandage	4306	Silk Cloth	1	
6451	Heavy Silk Bandage	4306	Silk Cloth	2	
6467	Deviate Scale Gloves	6470	Deviate Scale	5	
6467	Deviate Scale Gloves	2321	Fine Thread	2	
6533	Aquadynamic Fish Attractor	2841	Bronze Bar	2	
6533	Aquadynamic Fish Attractor	6530	Nightcrawlers	1	
6533	Aquadynamic Fish Attractor	4364	Coarse Blasting Powder	1	
6657	Savory Deviate Delight	6522	Deviate Fish	1	
6662	Elixir of Giant Growth	6522	Deviate Fish	1	
6662	Elixir of Giant Growth	2449	Earthroot	1	
6662	Elixir of Giant Growth	3371	Crystal Vial	1	
6709	Moonglow Vest	2318	Light Leather	6	
6709	Moonglow Vest	4231	Cured Light Hide	1	
6709	Moonglow Vest	2320	Coarse Thread	4	
6709	Moonglow Vest	5498	Small Lustrous Pearl	1	
6712	Clockwork Box	2841	Bronze Bar	3	
6795	White Swashbuckler's Shirt	4305	Bolt of Silk Cloth	3	
6795	White Swashbuckler's Shirt	2324	Bleach	2	
6795	White Swashbuckler's Shirt	4291	Silken Thread	1	
6796	Red Swashbuckler's Shirt	4305	Bolt of Silk Cloth	3	
6796	Red Swashbuckler's Shirt	2604	Red Dye	2	
6796	Red Swashbuckler's Shirt	4291	Silken Thread	1	
6836	Dress Shoes	4339	Bolt of Mageweave	4	
6836	Dress Shoes	4304	Thick Leather	2	
6888	Herb Baked Egg	6889	Small Egg	1	
7046	Azure Silk Pants	4305	Bolt of Silk Cloth	4	
7046	Azure Silk Pants	6260	Blue Dye	2	
7046	Azure Silk Pants	2321	Fine Thread	3	
7048	Azure Silk Hood	4305	Bolt of Silk Cloth	2	
7048	Azure Silk Hood	6260	Blue Dye	2	
7048	Azure Silk Hood	2321	Fine Thread	1	
7050	Silk Headband	4305	Bolt of Silk Cloth	3	
7050	Silk Headband	2321	Fine Thread	2	
7051	Earthen Vest	4305	Bolt of Silk Cloth	3	
7051	Earthen Vest	7067	Elemental Earth	1	
7051	Earthen Vest	2321	Fine Thread	2	
7057	Green Silken Shoulders	4305	Bolt of Silk Cloth	5	
7057	Green Silken Shoulders	4291	Silken Thread	2	
7058	Crimson Silk Vest	4305	Bolt of Silk Cloth	4	
7058	Crimson Silk Vest	2604	Red Dye	2	
7058	Crimson Silk Vest	2321	Fine Thread	2	
7062	Crimson Silk Pantaloons	4305	Bolt of Silk Cloth	4	
7062	Crimson Silk Pantaloons	2604	Red Dye	2	
7062	Crimson Silk Pantaloons	4291	Silken Thread	2	
7068	Elemental Fire	7077	Heart of Fire	1	
7071	Iron Buckle	3575	Iron Bar	1	
7076	Essence of Earth	7078	Essence of Fire	1	
7078	Essence of Fire	7082	Essence of Air	1	
7080	Essence of Water	7076	Essence of Earth	1	
7082	Essence of Air	7080	Essence of Water	1	
7191	Fused Wiring	2840	Copper Bar	6	
7191	Fused Wiring	7078	Essence of Fire	2	
7277	Handstitched Leather Bracers	2318	Light Leather	2	
7277	Handstitched Leather Bracers	2320	Coarse Thread	3	
7348	Fletcher's Gloves	2319	Medium Leather	8	
7348	Fletcher's Gloves	4233	Cured Medium Hide	4	
7348	Fletcher's Gloves	2321	Fine Thread	2	
7374	Dusky Leather Armor	4234	Heavy Leather	10	
7374	Dusky Leather Armor	3824	Shadow Oil	1	
7374	Dusky Leather Armor	2321	Fine Thread	2	
7378	Dusky Bracers	4234	Heavy Leather	16	
7378	Dusky Bracers	2325	Black Dye	1	
7378	Dusky Bracers	4291	Silken Thread	2	
7387	Dusky Belt	4234	Heavy Leather	10	
7387	Dusky Belt	4305	Bolt of Silk Cloth	2	
7387	Dusky Belt	2325	Black Dye	2	
7387	Dusky Belt	7071	Iron Buckle	1	
7911	Truesilver Ore	108299	Truesilver Ore Nugget	9	
7919	Heavy Mithril Gauntlet	3860	Mithril Bar	6	
7919	Heavy Mithril Gauntlet	4338	Mageweave Cloth	4	
7931	Mithril Coif	3860	Mithril Bar	10	
7931	Mithril Coif	4338	Mageweave Cloth	6	
7939	Truesilver Breastplate	3860	Mithril Bar	12	
7939	Truesilver Breastplate	6037	Truesilver Bar	12	
7939	Truesilver Breastplate	7910	Star Ruby	2	
7939	Truesilver Breastplate	7971	Black Pearl	2	
7939	Truesilver Breastplate	7966	Solid Grinding Stone	2	
7956	Bronze Warhammer	2841	Bronze Bar	8	
7956	Bronze Warhammer	3466	Strong Flux	1	
7956	Bronze Warhammer	2319	Medium Leather	1	
7957	Bronze Greatsword	2841	Bronze Bar	12	
7957	Bronze Greatsword	3466	Strong Flux	2	
7957	Bronze Greatsword	2319	Medium Leather	2	
7958	Bronze Battle Axe	2841	Bronze Bar	14	
7958	Bronze Battle Axe	3466	Strong Flux	1	
7958	Bronze Battle Axe	2319	Medium Leather	2	
7964	Solid Sharpening Stone	7912	Solid Stone	1	
7966	Solid Grinding Stone	7912	Solid Stone	4	
8170	Rugged Leather	4304	Thick Leather	6	
8172	Cured Thick Hide	8169	Thick Hide	1	
8172	Cured Thick Hide	8150	Deeprock Salt	1	
8173	Thick Armor Kit	4304	Thick Leather	5	
8173	Thick Armor Kit	4291	Silken Thread	1	
8175	Nightscape Tunic	4304	Thick Leather	7	
8175	Nightscape Tunic	4291	Silken Thread	2	
8176	Nightscape Headband	4304	Thick Leather	5	
8176	Nightscape Headband	4291	Silken Thread	2	
8189	Turtle Scale Breastplate	4304	Thick Leather	6	
8189	Turtle Scale Breastplate	8167	Turtle Scale	12	
8189	Turtle Scale Breastplate	8343	Heavy Silken Thread	1	
8193	Nightscape Pants	4304	Thick Leather	14	
8193	Nightscape Pants	4291	Silken Thread	4	
8197	Nightscape Boots	4304	Thick Leather	16	
8197	Nightscape Boots	8343	Heavy Silken Thread	2	
8208	Tough Scorpid Helm	4304	Thick Leather	10	
8208	Tough Scorpid Helm	8154	Scorpid Scale	20	
8208	Tough Scorpid Helm	8343	Heavy Silken Thread	2	
8345	Wolfshead Helm	4304	Thick Leather	18	
8345	Wolfshead Helm	8153	Wildvine	12	
8345	Wolfshead Helm	8172	Cured Thick Hide	4	
8345	Wolfshead Helm	8343	Heavy Silken Thread	1	
8544	Mageweave Bandage	4338	Mageweave Cloth	1	
8545	Heavy Mageweave Bandage	4338	Mageweave Cloth	2	
8827	Elixir of Water Walking	44958	Ethereal Oil	3	
8827	Elixir of Water Walking	3371	Crystal Vial	1	
8831	Purple Lotus	108333	Purple Lotus Petal	9	
8836	Arthas' Tears	108334	Arthas' Tears Petal	9	
8838	Sungrass	108335	Sungrass Stalk	9	
